[DEBUG] [2021-01-22 15:00:00] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_SRP_DSS_WITH_AES_128_CBC_SHA => SRP-DSS-AES-128-CBC-SHA
[DEBUG] [2021-01-22 15:00:00] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_PSK_WITH_3DES_EDE_CBC_SHA => PSK-3DES-EDE-CBC-SHA
[DEBUG] [2021-01-22 15:00:00] OpenSsl.<clinit>(369) | Supported protocols (OpenSSL): [SSLv2Hello, TLSv1, TLSv1.1, TLSv1.2] 
[DEBUG] [2021-01-22 15:00:00] OpenSsl.<clinit>(370) | Default cipher suites (OpenSSL): [TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384, TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256, TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256, TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384, TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA, TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA, TLS_RSA_WITH_AES_128_GCM_SHA256, TLS_RSA_WITH_AES_128_CBC_SHA, TLS_RSA_WITH_AES_256_CBC_SHA]
[DEBUG] [2021-01-22 15:00:00] ResourceLeakDetectorFactory$DefaultResourceLeakDetectorFactory.newResourceLeakDetector(196) | Loaded default ResourceLeakDetector: io.netty.util.ResourceLeakDetector@56cdfb3b
[DEBUG] [2021-01-22 15:00:00] ConnectionManager.startConnect(99) | startConnect to 127.0.0.1:20200
[DEBUG] [2021-01-22 15:00:00] DefaultChannelId.<clinit>(79) | -Dio.netty.processId: 15038 (auto-detected)
[DEBUG] [2021-01-22 15:00:00] DefaultChannelId.<clinit>(101) | -Dio.netty.machineId: 00:16:3e:ff:fe:07:9b:68 (auto-detected)
[DEBUG] [2021-01-22 15:00:00] ConnectionManager.startConnect(99) | startConnect to 127.0.0.1:20201
[DEBUG] [2021-01-22 15:00:00] ResourceLeakDetectorFactory$DefaultResourceLeakDetectorFactory.newResourceLeakDetector(196) | Loaded default ResourceLeakDetector: io.netty.util.ResourceLeakDetector@34cac809
[DEBUG] [2021-01-22 15:00:00] ConnectionManager.startConnect(134) |  start connect end. 
[DEBUG] [2021-01-22 15:00:00] ConnectionManager.startReconnectSchedule(138) |  start reconnect schedule
[DEBUG] [2021-01-22 15:00:00] SslHandler.setHandshakeSuccess(1807) | [id: 0xe514082a, L:/127.0.0.1:52492 - R:/127.0.0.1:20200] HANDSHAKEN: protocol:TLSv1.2 cipher suite:TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384
[DEBUG] [2021-01-22 15:00:00] SslHandler.setHandshakeSuccess(1807) | [id: 0x7c2f55a5, L:/127.0.0.1:41622 - R:/127.0.0.1:20201] HANDSHAKEN: protocol:TLSv1.2 cipher suite:TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384
[INFO] [2021-01-22 15:00:00] ChannelHandler.userEventTriggered(73) |  handshake success, host: 127.0.0.1, port: 20200, ctx: 1795314325
[INFO] [2021-01-22 15:00:00] ChannelHandler.userEventTriggered(73) |  handshake success, host: 127.0.0.1, port: 20201, ctx: 82880366
[DEBUG] [2021-01-22 15:00:00] ConnectionManager.addConnectionContext(408) | addConnectionContext, endpoint: 127.0.0.1:20201, ctx:ChannelHandlerContext(ChannelHandler#0, [id: 0x7c2f55a5, L:/127.0.0.1:41622 - R:/127.0.0.1:20201])
[DEBUG] [2021-01-22 15:00:00] ChannelMsgHandler.onConnect(112) | onConnect in ChannelMsgHandler called, host : 127.0.0.1:20201
[DEBUG] [2021-01-22 15:00:00] ConnectionManager.addConnectionContext(408) | addConnectionContext, endpoint: 127.0.0.1:20200, ctx:ChannelHandlerContext(ChannelHandler#0, [id: 0xe514082a, L:/127.0.0.1:52492 - R:/127.0.0.1:20200])
[DEBUG] [2021-01-22 15:00:00] ChannelMsgHandler.onConnect(112) | onConnect in ChannelMsgHandler called, host : 127.0.0.1:20200
[DEBUG] [2021-01-22 15:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f48890e50ef6452fa019508ee8c67014, msgType : 18
[DEBUG] [2021-01-22 15:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 75d3b9c6966047a0b5c3c6e6603c2c94, msgType : 18
[INFO] [2021-01-22 15:00:00] ChannelMsgHandler$1.onResponse(225) |  node: ClientVersion{version='2.1.0', supportedVersion='2.1.0', chainId='1', buildTime='20190923 13:22:09', buildType='Linux/clang/Release', gitBranch='HEAD', gitCommitHash='cb68124d4fbf3df563a57dfff5f0c6eedc1419cc'}, content: {"id":1,"jsonrpc":"2.0","result":{"Build Time":"20190923 13:22:09","Build Type":"Linux/clang/Release","Chain Id":"1","FISCO-BCOS Version":"2.1.0","Git Branch":"HEAD","Git Commit Hash":"cb68124d4fbf3df563a57dfff5f0c6eedc1419cc","Supported Version":"2.1.0"}}

[INFO] [2021-01-22 15:00:00] ChannelMsgHandler$1.onResponse(225) |  node: ClientVersion{version='2.1.0', supportedVersion='2.1.0', chainId='1', buildTime='20190923 13:22:09', buildType='Linux/clang/Release', gitBranch='HEAD', gitCommitHash='cb68124d4fbf3df563a57dfff5f0c6eedc1419cc'}, content: {"id":0,"jsonrpc":"2.0","result":{"Build Time":"20190923 13:22:09","Build Type":"Linux/clang/Release","Chain Id":"1","FISCO-BCOS Version":"2.1.0","Git Branch":"HEAD","Git Commit Hash":"cb68124d4fbf3df563a57dfff5f0c6eedc1419cc","Supported Version":"2.1.0"}}

[INFO] [2021-01-22 15:00:00] ChannelMsgHandler$1.onResponse(233) |  support channel handshake node
[INFO] [2021-01-22 15:00:00] ChannelMsgHandler$1.onResponse(233) |  support channel handshake node
[DEBUG] [2021-01-22 15:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 09291e5c882847689d104b45f918e2e7, msgType : 20
[DEBUG] [2021-01-22 15:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 87a7166fcbfe492790d45408c5b02ad7, msgType : 20
[INFO] [2021-01-22 15:00:00] ChannelMsgHandler$2.onResponse(309) |  channel protocol handshake success, set socket channel protocol, host: 127.0.0.1:20200, channel protocol: ChannelProtocol [protocol=2, nodeVersion=2.1.0, EnumProtocol=VERSION_2]
[INFO] [2021-01-22 15:00:00] ChannelMsgHandler$2.onResponse(309) |  channel protocol handshake success, set socket channel protocol, host: 127.0.0.1:20201, channel protocol: ChannelProtocol [protocol=2, nodeVersion=2.1.0, EnumProtocol=VERSION_2]
[INFO] [2021-01-22 15:00:00] ChannelImp.checkConnectionsToStartPeriodTask(132) |  Connect to  nodes: 127.0.0.1:20200, 127.0.0.1:20201, java version: 1.8.0_222 ,java vendor: Private Build
[DEBUG] [2021-01-22 15:00:00] ChannelImp.start(92) | Start the channel success
[INFO] [2021-01-22 15:00:00] BcosSDK.<init>(64) | create BcosSDK, start channel success, cryptoType: 0
[DEBUG] [2021-01-22 15:00:00] ThreadPoolService.<init>(37) | Create ThreadPoolService, threadName: channelProcessor, corePoolSize: 16, maxBlockingQueueSize: 102400
[INFO] [2021-01-22 15:00:00] BcosSDK.<init>(74) | create BcosSDK, start channel succ, channelProcessorThreadSize: 16, receiptProcessorThreadSize: 16
[DEBUG] [2021-01-22 15:00:00] ThreadPoolService.<init>(37) | Create ThreadPoolService, threadName: GroupManagerServiceImpl, corePoolSize: 16, maxBlockingQueueSize: 102400
[DEBUG] [2021-01-22 15:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 04dd9479225d443694337c021ddd799d, msgType : 19
[DEBUG] [2021-01-22 15:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 45a89fa29164496b925f5c1ba35d7e03, msgType : 19
[INFO] [2021-01-22 15:00:00] GroupManagerServiceImpl.registerBlockNumberNotifyHandler(259) | registerBlockNumberNotifyHandler
[INFO] [2021-01-22 15:00:00] GroupManagerServiceImpl.registerTransactionNotifyHandler(281) | registerTransactionNotifyHandler
[DEBUG] [2021-01-22 15:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 62f5c41407124952a13688c0193df2f5, msgType : 18
[DEBUG] [2021-01-22 15:00:00] GroupServiceImpl.<init>(45) | insert group: 1 for peer 127.0.0.1:20200
[DEBUG] [2021-01-22 15:00:00] GroupManagerServiceImpl.getAndUpdateBlockNumberForAllPeers(528) | g: 1, getAndUpdateBlockNumberForAllPeers, group availablePeers:[127.0.0.1:20200]
[DEBUG] [2021-01-22 15:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d4551a809e754570837d781a3e5d006f, msgType : 18
[DEBUG] [2021-01-22 15:00:00] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 113982, groupId: 1
[DEBUG] [2021-01-22 15:00:00] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 113982, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-01-22 15:00:00] GroupManagerServiceImpl.fetchAndUpdateBlockNumberInfo(542) | fetch and update the blockNumber information, groupId: 1, peer:127.0.0.1:20200, blockNumber: 113982
[DEBUG] [2021-01-22 15:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f131f884a07b47dda62d5bb1246691bf, msgType : 18
[DEBUG] [2021-01-22 15:00:00] GroupServiceImpl.insertNode(84) | g:1, insertNode=127.0.0.1:20201, nodeSize=2, blockNumberInfoSize=1
[DEBUG] [2021-01-22 15:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8a188b8acea4467186815f9e77769e77, msgType : 18
[DEBUG] [2021-01-22 15:00:00] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 113982, groupId: 1
[DEBUG] [2021-01-22 15:00:00] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 113982, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-01-22 15:00:00] GroupManagerServiceImpl.fetchAndUpdateBlockNumberInfo(542) | fetch and update the blockNumber information, groupId: 1, peer:127.0.0.1:20201, blockNumber: 113982
[DEBUG] [2021-01-22 15:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 608676f78d434e188109a2bde0d9480b, msgType : 18
[DEBUG] [2021-01-22 15:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 55768773f5144c37b46a30a895654465, msgType : 18
[DEBUG] [2021-01-22 15:00:00] GroupManagerServiceImpl.start(445) | start GroupManagerService...
[INFO] [2021-01-22 15:00:00] BcosSDK.<init>(85) | create BcosSDK, create groupManagerService success
[DEBUG] [2021-01-22 15:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 743d95730cdf4e2ab5de0a09d488b042, msgType : 18
[DEBUG] [2021-01-22 15:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f219fd49f81a427a9be1a0233d2bd141, msgType : 18
[DEBUG] [2021-01-22 15:00:00] GroupManagerServiceImpl.setAmop(806) | register blockNotify for 127.0.0.1:20200, groupList: [1]
[DEBUG] [2021-01-22 15:00:00] TopicManager.updateBlockNotify(158) | update block notify, peer: 127.0.0.1:20200, groupInfo: [1]
[DEBUG] [2021-01-22 15:00:00] TopicManager.updateBlockNotify(163) | add block notify, peer: 127.0.0.1:20200, topic: _block_notify_1
[INFO] [2021-01-22 15:00:00] AmopImp.sendSubscribe(216) | update subscribe inform 2 peers
[DEBUG] [2021-01-22 15:00:00] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20200, topics:["_block_notify_1"]
[DEBUG] [2021-01-22 15:00:00] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20201, topics:[]
[DEBUG] [2021-01-22 15:00:00] GroupManagerServiceImpl.setAmop(806) | register blockNotify for 127.0.0.1:20201, groupList: [1]
[DEBUG] [2021-01-22 15:00:00] TopicManager.updateBlockNotify(158) | update block notify, peer: 127.0.0.1:20201, groupInfo: [1]
[DEBUG] [2021-01-22 15:00:00] TopicManager.updateBlockNotify(163) | add block notify, peer: 127.0.0.1:20201, topic: _block_notify_1
[INFO] [2021-01-22 15:00:00] AmopImp.sendSubscribe(216) | update subscribe inform 2 peers
[DEBUG] [2021-01-22 15:00:00] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20200, topics:["_block_notify_1"]
[DEBUG] [2021-01-22 15:00:00] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20201, topics:["_block_notify_1"]
[INFO] [2021-01-22 15:00:00] AmopImp.start(188) | amop module started
[INFO] [2021-01-22 15:00:00] AmopImp.sendSubscribe(216) | update subscribe inform 2 peers
[DEBUG] [2021-01-22 15:00:00] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20200, topics:["_block_notify_1"]
[DEBUG] [2021-01-22 15:00:00] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20201, topics:["_block_notify_1"]
[INFO] [2021-01-22 15:00:00] BcosSDK.<init>(90) | create BcosSDK, create Amop success
[DEBUG] [2021-01-22 15:00:00] AbstractAutowireCapableBeanFactory.doCreateBean(537) | Eagerly caching bean 'bcosSDK' to allow for resolving potential circular references
[DEBUG] [2021-01-22 15:00:00] AbstractAutowireCapableBeanFactory.createBean(483) | Finished creating instance of bean 'bcosSDK'
[DEBUG] [2021-01-22 15:00:00] AbstractApplicationContext.initLifecycleProcessor(785) | Unable to locate LifecycleProcessor with name 'lifecycleProcessor': using default [org.springframework.context.support.DefaultLifecycleProcessor@52f27fbd]
[DEBUG] [2021-01-22 15:00:00] AbstractBeanFactory.doGetBean(251) | Returning cached instance of singleton bean 'lifecycleProcessor'
[DEBUG] [2021-01-22 15:00:00] PropertySourcesPropertyResolver.getProperty(92) | Could not find key 'spring.liveBeansView.mbeanDomain' in any property source
[DEBUG] [2021-01-22 15:00:00] AbstractBeanFactory.doGetBean(251) | Returning cached instance of singleton bean 'bcosSDK'
[DEBUG] [2021-01-22 15:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 74a014a3114f421197a4eba5b4aaef98, msgType : 18
[DEBUG] [2021-01-22 15:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7914f5ce01fb49c38b14070bbfbe0807, msgType : 18
[DEBUG] [2021-01-22 15:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9c73dec7c70444e2b89d0a31acf04f72, msgType : 18
[DEBUG] [2021-01-22 15:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 05a565dda9a64be687dc7fc7c51f1d72, msgType : 18
[INFO] [2021-01-22 15:00:00] CryptoSuite.<init>(52) | init CryptoSuite, cryptoType: 0
[INFO] [2021-01-22 15:00:00] Client.build(111) | build client success for group 1
[INFO] [2021-01-22 15:00:00] BcosSDK.getClient(149) | create client for group 1 success
[DEBUG] [2021-01-22 15:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6f57b3a857924e39ac8f2b3ec1caa07d, msgType : 18
[DEBUG] [2021-01-22 15:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 34c8763ecf374920945cba1b0be77dae, msgType : 18
[DEBUG] [2021-01-22 15:00:00] AuthorizationClient.initialize(44) | create client for group1, account address is 0x8c849d1db5e34dc133bbb0d5a38086d0b228ff05
[INFO] [2021-01-22 15:00:00] AuthorizationClient.loadAuthorizationAddr(118) |  load Authorization address from contract.properties, address is 0xa5db80ed8439884b291518941377fd6e0e2647a2
[DEBUG] [2021-01-22 15:00:00] TransactionProcessorFactory.getChainIdAndGroupId(34) | getNodeVersion before createTransactionManager, binaryVerison: 2.1.0, supportedVersion:2.1.0
[DEBUG] [2021-01-22 15:00:00] TransactionProcessorFactory.getChainIdAndGroupId(48) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-01-22 15:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5e8f67dd42b64118a2c1a26001bafb08, msgType : 18
[DEBUG] [2021-01-22 15:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-01-22 15:00:00] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-01-22 15:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-01-22 15:00:00] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-01-22 15:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5e8f67dd42b64118a2c1a26001bafb08, msgType : 4096
[DEBUG] [2021-01-22 15:00:00] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-01-22 15:00:00] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 113983, groupId: 1
[DEBUG] [2021-01-22 15:00:00] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 113983, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-01-22 15:00:00] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 113983, groupId: 1
[DEBUG] [2021-01-22 15:00:00] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 113983, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-01-22 15:07:05] MutablePropertySources.addLast(106) | Adding PropertySource 'systemProperties' with lowest search precedence
[DEBUG] [2021-01-22 15:07:05] MutablePropertySources.addLast(106) | Adding PropertySource 'systemEnvironment' with lowest search precedence
[DEBUG] [2021-01-22 15:07:05] AbstractEnvironment.<init>(125) | Initialized StandardEnvironment with PropertySources [MapPropertySource@2066940133 {name='systemProperties', properties={java.runtime.name=OpenJDK Runtime Environment, sun.boot.library.path=/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/amd64, java.vm.version=25.222-b10, java.vm.vendor=Private Build, java.vendor.url=http://java.oracle.com/, path.separator=:, java.vm.name=OpenJDK 64-Bit Server VM, file.encoding.pkg=sun.io, user.country=US, sun.java.launcher=SUN_STANDARD, sun.os.patch.level=unknown, java.vm.specification.name=Java Virtual Machine Specification, user.dir=/root/fisco/auth-app/dist, java.runtime.version=1.8.0_222-8u222-b10-1ubuntu1~16.04.1-b10, java.awt.graphicsenv=sun.awt.X11GraphicsEnvironment, java.endorsed.dirs=/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/endorsed, os.arch=amd64, java.io.tmpdir=/tmp, line.separator=
, java.vm.specification.vendor=Oracle Corporation, os.name=Linux, sun.jnu.encoding=UTF-8, java.library.path=:/opt/dmdbms/bin:/usr/java/packages/lib/amd64:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib, java.specification.name=Java Platform API Specification, java.class.version=52.0, sun.management.compiler=HotSpot 64-Bit Tiered Compilers, os.version=4.4.0-151-generic, user.home=/root, user.timezone=Asia/Shanghai, java.awt.printerjob=sun.print.PSPrinterJob, file.encoding=UTF-8, java.specification.version=1.8, java.class.path=conf/:lib/spring-beans-4.3.27.RELEASE.jar:lib/tcnative-2.0.34.0.jar:lib/netty-all-4.1.53.Final.jar:lib/slf4j-api-1.7.30.jar:lib/picocli-3.6.0.jar:lib/spring-expression-4.3.27.RELEASE.jar:lib/commons-logging-1.2.jar:lib/lombok-1.18.6.jar:lib/jackson-core-2.11.0.jar:lib/spring-context-4.3.27.RELEASE.jar:lib/spring-tx-4.3.27.RELEASE.jar:lib/toml4j-0.7.2.jar:lib/netty-sm-ssl-context-1.2.0.jar:lib/spring-core-4.3.27.RELEASE.jar:lib/javapoet-1.7.0.jar:lib/slf4j-log4j12-1.7.30.jar:lib/gson-2.8.1.jar:lib/jackson-databind-2.11.0.jar:lib/jackson-annotations-2.11.0.jar:lib/commons-io-2.4.jar:lib/key-mini-toolkit-1.0.3-SNAPSHOT.jar:lib/spring-aop-4.3.27.RELEASE.jar:lib/fisco-bcos-java-sdk-2.8.0-SNAPSHOT.jar:lib/log4j-1.2.17.jar:lib/commons-lang3-3.1.jar:lib/bcprov-jdk15on-1.60.jar:apps/auth-app.jar:apps/asset-app.jar, user.name=root, java.vm.specification.version=1.8, sun.java.command=org.fisco.bcos.asset.client.AuthorizationClient register grantAccout10B abcdefghij, java.home=/usr/lib/jvm/java-8-openjdk-amd64/jre, sun.arch.data.model=64, user.language=en, java.specification.vendor=Oracle Corporation, awt.toolkit=sun.awt.X11.XToolkit, java.vm.info=mixed mode, java.version=1.8.0_222, java.ext.dirs=/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/ext:/usr/java/packages/lib/ext, sun.boot.class.path=/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/resources.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/rt.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/sunrsasign.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/jsse.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/jce.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/charsets.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/jfr.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/classes, java.vendor=Private Build, file.separator=/, java.vendor.url.bug=http://bugreport.sun.com/bugreport/, sun.io.unicode.encoding=UnicodeLittle, sun.cpu.endian=little, sun.cpu.isalist=}}, SystemEnvironmentPropertySource@48612937 {name='systemEnvironment', properties={PATH=/opt/gradle/gradle-5.6.2/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/usr/lib/jvm/java-8-openjdk-amd64/bin:/usr/lib/jvm/java-8-openjdk-amd64/jre/bin, SHELL=/bin/bash, JAVA_HOME=/usr/lib/jvm/java-8-openjdk-amd64, SSH_TTY=/dev/pts/0, SSH_CLIENT=219.137.28.252 56813 22, TERM=xterm, USER=root, CLASSPATH=:/usr/lib/jvm/java-8-openjdk-amd64/lib/dt.jar:/usr/lib/jvm/java-8-openjdk-amd64/lib/tools.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib, LANG=en_US.UTF-8, XDG_SESSION_ID=8343, GRADLE_HOME=/opt/gradle/gradle-5.6.2, JRE_HOME=/usr/lib/jvm/java-8-openjdk-amd64/jre, DISPLAY=localhost:10.0, SSH_CONNECTION=219.137.28.252 56813 172.26.71.141 22, MAIL=/var/mail/root, LD_LIBRARY_PATH=:/opt/dmdbms/bin, LOGNAME=root, XDG_RUNTIME_DIR=/run/user/0, PWD=/root/fisco/auth-app/dist, DM_HOME=/opt/dmdbms, SHLVL=2, HOME=/root, _=/usr/bin/java}}]
[INFO] [2021-01-22 15:07:05] AbstractApplicationContext.prepareRefresh(583) | Refreshing org.springframework.context.support.ClassPathXmlApplicationContext@123772c4: startup date [Fri Jan 22 15:07:05 CST 2021]; root of context hierarchy
[DEBUG] [2021-01-22 15:07:05] MutablePropertySources.addLast(106) | Adding PropertySource 'systemProperties' with lowest search precedence
[DEBUG] [2021-01-22 15:07:05] MutablePropertySources.addLast(106) | Adding PropertySource 'systemEnvironment' with lowest search precedence
[DEBUG] [2021-01-22 15:07:05] AbstractEnvironment.<init>(125) | Initialized StandardEnvironment with PropertySources [MapPropertySource@627185331 {name='systemProperties', properties={java.runtime.name=OpenJDK Runtime Environment, sun.boot.library.path=/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/amd64, java.vm.version=25.222-b10, java.vm.vendor=Private Build, java.vendor.url=http://java.oracle.com/, path.separator=:, java.vm.name=OpenJDK 64-Bit Server VM, file.encoding.pkg=sun.io, user.country=US, sun.java.launcher=SUN_STANDARD, sun.os.patch.level=unknown, java.vm.specification.name=Java Virtual Machine Specification, user.dir=/root/fisco/auth-app/dist, java.runtime.version=1.8.0_222-8u222-b10-1ubuntu1~16.04.1-b10, java.awt.graphicsenv=sun.awt.X11GraphicsEnvironment, java.endorsed.dirs=/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/endorsed, os.arch=amd64, java.io.tmpdir=/tmp, line.separator=
